"term","category","weight"
"said","POS_M","-0.0967993462"
"connected","POS_M","0.047720525"
"much","POS_M","0.0568901731"
"stronger","POS_M","0.13226372"
"face","POS_M","0.0815676575"
"you'll","POS_M","0.0279030942"
"your","POS_M","0.0186774544"
"goals","POS_M","0.0915194153"
"fear","POS_M","0.0879951478"
"knowledge","POS_M","0.0302886293"
"now","POS_M","0.026886056"
"should","POS_M","0.0268267976"
"on","POS_M","0.0158568633"
"thousands","POS_M","0.0250409402"
"achieve","POS_M","0.0582267267"
"meant","POS_M","0.0195761589"
"means","POS_M","0.0571937055"
"wrote","POS_M","0.0329391017"
"words","POS_M","0.0351127086"
"stuff","POS_M","-0.0185159333"
"she","POS_M","-0.0829628103"
"wish","POS_M","-0.0372832716"
"prayers","POS_M","-0.013968886"
"back","POS_M","0.0316468409"
"written","POS_M","-0.0199191444"
"neither","POS_M","0.0467884432"
"amen","POS_M","0.0523197454"
"joy","POS_M","0.0191483897"
"job","POS_M","0.0509885797"
"taking","POS_M","0.0231136573"
"etc","POS_M","0.012717463"
"walk","POS_M","0.0422389984"
"much","POS_M","0.0409561651"
"an","POS_M","-0.0207718751"
"harder","POS_M","0.0682754521"
"will","POS_M","0.1234278001"
"love","POS_M","0.0666425563"
"almost","POS_M","0.0482435256"
"let","POS_M","-0.0255074597"
"it","POS_M","0.0269626577"
"strange","POS_M","0.0193573405"
"you","POS_M","0.0141946788"
"again","POS_M","-0.0740891711"
"upon","POS_M","0.061048492"
"effect","POS_M","0.0360248391"
"sisters","POS_M","0.0776457128"
"off","POS_M","-0.0335398877"
"i","POS_M","0.0274861969"
"well","POS_M","-0.0199213202"
"fighting","POS_M","0.033927655"
"thought","POS_M","-0.018315339"
"dose","POS_M","0.0690475885"
"mistakes","POS_M","0.0888909127"
"happiness","POS_M","0.0856701248"
"sky","POS_M","0.0139751892"
"realize","POS_M","0.0602106753"
"five","POS_M","0.035181119"
"know","POS_M","-0.0467755507"
"success","POS_M","0.1335007546"
"become","POS_M","0.0930914425"
"because","POS_M","-0.0178523391"
"twitter","POS_M","-0.1068203383"
"about","POS_M","0.0170625542"
"alive","POS_M","0.0969133757"
"growth","POS_M","0.0415841208"
"home","POS_M","-0.0628351881"
"gonna","POS_M","0.0258364405"
"to","POS_M","0.0366692196"
"and","POS_M","-0.016110304"
"we","POS_M","0.0728292285"
"life","POS_M","0.0295275278"
"if","POS_M","-0.0749661511"
"freedom","POS_M","0.0475660269"
"we","POS_M","-0.0308553378"
"in","POS_M","-0.0143101054"
"blessings","POS_M","0.1493017565"
"tongue","POS_M","0.0569755108"
"everything","POS_M","0.0211439499"
"promise","POS_M","0.0119073996"
"and","POS_M","0.0491463811"
"support","POS_M","0.0171355201"
"but","POS_M","0.0413535854"
"away","POS_M","-0.0203234184"
"gain","POS_M","0.0329683074"
"he","POS_M","0.028051428"
"proverbs","POS_M","0.0652484855"
"baptist","POS_M","0.037633608"
"made","POS_M","-0.0158341705"
"wise","POS_M","0.040755041"
"whether","POS_M","-0.0245317536"
"meeting","POS_M","0.0479509627"
"happen","POS_M","0.0291654823"
"other","POS_M","-0.0287846376"
"friends","POS_M","-0.0210617808"
"lives","POS_M","0.0972034546"
"hate","POS_A","-0.1352580477"
"lord","POS_A","0.1212369835"
"school","POS_A","0.0893152112"
"enjoy","POS_A","0.0463274661"
"done","POS_A","0.0213547319"
"fabulous","POS_A","0.0356964527"
"even","POS_A","-0.0417914902"
"new","POS_A","0.085832549"
"ever","POS_A","-0.0175745536"
"path","POS_A","0.0282955081"
"100","POS_A","0.0545567199"
"well","POS_A","-0.0141746499"
"daughter","POS_A","0.0677875546"
"yes","POS_A","0.1045450035"
"study","POS_A","0.1055864789"
"until","POS_A","0.0707812952"
"brings","POS_A","-0.0135370586"
"teaching","POS_A","0.0488260794"
"me","POS_A","-0.0430000766"
"work","POS_A","0.0929347346"
"to","POS_A","0.0870346615"
"my","POS_A","0.1629442968"
"ceremony","POS_A","0.0221884175"
"end","POS_A","-0.0290420347"
"travel","POS_A","0.0527073757"
"how","POS_A","0.0155454881"
"amazing","POS_A","0.1726615468"
"interview","POS_A","0.1506438312"
"after","POS_A","-0.0780722007"
"appreciate","POS_A","0.0864094799"
"green","POS_A","0.0275800283"
"order","POS_A","0.0428472248"
"fit","POS_A","0.0911928246"
"not","POS_A","0.0308132403"
"now","POS_A","0.075412707"
"better","POS_A","0.0867503895"
"weeks","POS_A","0.0472153324"
"then","POS_A","-0.097554707"
"them","POS_A","-0.0558687673"
"workout","POS_A","0.051127404"
"bank","POS_A","0.0241017938"
"fitness","POS_A","0.029493353"
"went","POS_A","0.0185497743"
"luck","POS_A","0.0198569177"
"celebrating","POS_A","0.0239901815"
"taught","POS_A","0.0774000054"
"rt","POS_A","0.0567109032"
"god","POS_A","0.1551544196"
"got","POS_A","0.1963905366"
"turning","POS_A","0.0482048246"
"god","POS_A","0.0347974108"
"i","POS_A","0.037404691"
"wanted","POS_A","0.0135844801"
"will","POS_A","0.0126970389"
"another","POS_A","0.0512964096"
"everyone","POS_A","0.0172487075"
"her","POS_A","0.0533445099"
"gym","POS_A","0.0508923191"
"took","POS_A","0.0707397451"
"wisdom","POS_A","0.0638190969"
"showed","POS_A","0.0539708466"
"feeling","POS_A","0.1097948729"
"lbs","POS_A","0.0842842941"
"anything","POS_A","0.0513188327"
"strength","POS_A","-0.0101522425"
"a","POS_A","0.043328788"
"world","POS_A","0.0401111195"
"friends","POS_A","0.0347913325"
"its","POS_A","0.0331819978"
"thanks","POS_A","0.0422153884"
"flow","POS_A","0.0300211424"
"points","POS_A","0.0645489882"
"came","POS_A","-0.0418310503"
"it","POS_A","0.0491907382"
"stepping","POS_A","0.0580462801"
"nephew","POS_A","0.0333506491"
"busy","POS_A","0.0374844397"
"hrs","POS_A","0.0380139974"
"great","POS_A","0.072752886"
"best","POS_A","0.1141498765"
"and","POS_A","-0.0523188047"
"which","POS_A","0.0234309368"
"we","POS_A","0.0470747442"
"days","POS_A","0.0256971062"
"been","POS_A","0.0547028618"
"much","POS_A","-0.0273348022"
"d","POS_A","0.0304296968"
"well","POS_A","0.042774484"
"life","POS_A","0.1784083197"
"worked","POS_A","0.0719757801"
"is","POS_A","-0.0635576592"
"it","POS_A","-0.0498901841"
"in","POS_A","-0.0159145644"
"things","POS_A","0.0121110109"
"make","POS_A","0.0215629504"
"opportunity","POS_A","0.0737646824"
"mother's","POS_A","0.0111028928"
"here","POS_A","0.0654397703"
"we","POS_A","0.0302275536"
"greatest","POS_A","0.1035547388"
"mother","POS_A","0.0409680284"
"the","POS_A","0.0567417615"
"just","POS_A","0.0381374081"
"photo","POS_A","-0.0338303303"
"thanks","POS_A","0.0705192723"
"yes","POS_A","0.1021963755"
"things","POS_A","0.0249517184"
"i","POS_A","0.0820454108"
"has","POS_A","-0.0290013112"
"gave","POS_A","0.0421207223"
"birth","POS_A","0.0784114877"
"gift","POS_A","0.0647043756"
"night","POS_A","-0.0161479101"
"you","POS_A","0.027935541"
"for","POS_A","0.0163132722"
"today","POS_A","0.0171855687"
"she","POS_A","0.0359970354"
"god","POS_A","0.0608253018"
"baby","POS_A","0.0355866204"
"god","POS_A","0.0201711581"
"months","POS_A","0.0507269735"
"dinner","POS_A","0.1464877255"
"tonight","POS_A","0.0684623957"
"son","POS_A","0.0780302461"
"down","POS_A","-0.0356182628"
"lies","POS_A","-0.0307797714"
"do","POS_A","0.0444418472"
"parade","POS_A","0.0334829146"
"why","POS_A","-0.1724046361"
"way","POS_A","0.0151169381"
"was","POS_A","-0.0536905828"
"happy","POS_A","0.0825774557"
"failure","POS_A","0.0690658983"
"TRUE","POS_A","0.0141547252"
"year","POS_A","0.0343396667"
"congratulations","POS_A","0.0508476327"
"year","POS_A","0.0472038178"
"do","POS_A","0.0413409992"
"daddy","POS_A","0.0608201233"
"proud","POS_A","0.5503079623"
"setting","POS_A","0.0566641232"
"family","POS_A","0.0125316684"
"diet","POS_A","0.0468253854"
"weekend","POS_A","-0.027997168"
"together","POS_A","0.0473909145"
"time","POS_A","0.030392187"
"grateful","POS_A","0.0238342053"
"everything","POS_A","0.0136189446"
"finally","POS_A","0.2967548575"
"d","POS_A","0.175880441"
"cook","POS_A","0.057850085"
"fullest","POS_A","0.0560928093"
"blast","POS_A","0.0721993338"
"free","POS_A","0.0806032544"
"did","POS_A","0.0818380912"
"team","POS_A","0.1212716981"
"understanding","POS_A","0.0560177856"
"all","POS_A","0.0349799436"
"just","POS_A","0.0196255517"
"life","POS_A","-0.0455262556"
"love","POS_A","0.0850585866"
"extra","POS_A","0.0624274671"
"all","POS_A","-0.0213156847"
"1st","POS_A","0.071572124"
"working","POS_A","0.140304657"
"positive","POS_A","0.1160090416"
"live","POS_A","0.0171633641"
"today","POS_A","0.1713429845"
"loving","POS_A","0.0892570234"
"can","POS_A","0.0191255662"
"growing","POS_A","0.0309062782"
"making","POS_A","0.0455077871"
"awesome","POS_A","0.1700971466"
"fuck","POS_A","-0.1041123546"
"years","POS_A","0.0273393403"
"productive","POS_A","0.1174747308"
"thanking","POS_A","0.0426378267"
"product","POS_A","0.0369862547"
"may","POS_A","0.0459870168"
"birthday","POS_A","0.0230866605"
"such","POS_A","0.0208699396"
"man","POS_A","0.0334735324"
"stress","POS_A","-0.0101523475"
"so","POS_A","-0.0334742266"
"wishing","POS_A","0.0179279488"
"years","POS_A","0.1266856908"
"course","POS_A","0.1074854196"
"shake","POS_A","0.0226763177"
"thank","POS_A","0.088691778"
"into","POS_A","0.0700444065"
"happy","POS_A","0.0374197633"
"again","POS_A","-0.0176465807"
"half","POS_A","0.0996973066"
"now","POS_A","0.1113418771"
"square","POS_A","0.0587579816"
"day","POS_A","-0.010694306"
"yeah","POS_A","0.1422882438"
"begun","POS_A","0.0166745266"
"year","POS_A","0.1035736524"
"girl","POS_A","0.0962826368"
"living","POS_A","0.0673924813"
"3rd","POS_A","0.0109420972"
"shows","POS_A","0.0662880434"
"training","POS_A","0.1236621331"
"it's","POS_A","0.032420572"
"think","POS_A","-0.0366786653"
"first","POS_A","0.101285137"
"one","POS_A","-0.0240702345"
"xx","POS_A","0.0950452475"
"carry","POS_A","0.0525915592"
"tomorrow","POS_A","0.0277450995"
"given","POS_A","-0.0140056656"
"thank","POS_A","0.0427933162"
"2","POS_A","0.0273330696"
"that","POS_A","-0.0126581151"
"13","POS_A","0.0415147501"
"were","POS_A","0.01887621"
"and","POS_A","0.0357522971"
"13th","POS_A","0.0409062508"
"later","POS_A","0.0505251588"
"ground","POS_A","0.0507536759"
"this","POS_A","0.0128928838"
"junior","POS_A","0.0258949582"
"going","POS_A","-0.0283837231"
"thankful","POS_A","0.1479683217"
"get","POS_A","-0.1117093044"
"celebrate","POS_A","0.0305887944"
"morning","POS_A","-0.0447343096"
"miles","POS_A","0.0523999223"
"husband","POS_A","0.034160399"
"college","POS_A","0.0486969968"
"3","POS_A","0.035547041"
"across","POS_A","-0.011304775"
"spring","POS_A","0.0879297302"
"guitar","POS_A","0.0533307711"
"many","POS_A","0.0833211584"
"can't","POS_A","-0.0381169378"
"us","POS_A","0.1254902094"
"twin","POS_A","0.0460228704"
"shopping","POS_A","0.0651195146"
"blessing","POS_A","0.0811450465"
"champions","POS_A","0.1162248503"
"those","POS_A","-0.0207473083"
"the","POS_A","-0.0578592124"
"i","POS_A","-0.0220159699"
"a","POS_A","-0.0671437975"
"evening","POS_A","0.0342400417"
"week","POS_A","0.212551997"
"rt","POS_A","-0.0360535666"
"reward","POS_A","0.041055582"
"being","POS_A","-0.0300642896"
"money","POS_A","0.1460678068"
"world","POS_A","0.108894751"
"pounds","POS_A","0.0480448194"
"amazing","POS_A","0.0534915186"
"excited","POS_A","0.0238058292"
"unlocked","POS_A","0.0556416594"
"but","POS_A","-0.0341399665"
"no","POS_A","0.0175114227"
"on","POS_A","0.0281532567"
"stone","POS_A","0.0910708357"
"of","POS_A","0.0320264269"
"d","POS_A","0.0849949152"
"blessed","POS_A","0.0223301845"
"her","POS_A","0.0202958321"
"start","POS_A","0.1054957893"
"reason","POS_A","0.0344120643"
"me","POS_A","0.0485734109"
"complete","POS_A","0.0304237874"
"will","POS_A","0.0133409606"
"later","POS_A","0.0208262627"
"with","POS_A","0.0309902698"
"buying","POS_A","0.0474793927"
"they're","POS_A","0.0630154669"
"am","POS_A","0.0306535932"
"an","POS_A","0.0335290148"
"as","POS_A","-0.0401381365"
"at","POS_A","-0.0242248986"
"again","POS_A","0.0128018738"
"field","POS_A","0.0663523526"
"etc","POS_A","0.0247786877"
"pool","POS_A","0.020511419"
"all","POS_A","0.020934224"
"children","POS_A","0.0183326566"
"to","POS_A","0.0185705831"
"smile","POS_A","0.1013125698"
"enjoying","POS_A","0.0516251675"
"time","POS_A","0.0505315883"
"very","POS_A","0.0186693884"
"fam","POS_A","0.1023860449"
"yeah","POS_A","0.0815809671"
"learned","POS_A","0.0638333778"
"row","POS_A","0.0171858197"
"friend","POS_A","0.0472877708"
"full","POS_A","0.0312717615"
"christian","POS_A","0.0172550138"
"situation","POS_A","0.0522003324"
"strong","POS_A","0.0178905022"
"ahead","POS_A","0.0388362676"
"inspired","POS_A","0.0652629086"
"day","POS_A","-0.0313558636"
"family","POS_A","0.0378277773"
"via","POS_A","-0.0296650937"
"family","POS_A","0.0787671226"
"got","POS_A","0.0248856058"
"two","POS_A","0.1511644738"
"more","POS_A","0.0518368667"
"glad","POS_A","0.088087619"
"helped","POS_A","0.1003484691"
"den","POS_A","0.0677486249"
"beautiful","POS_A","0.0788115162"
"me","POS_A","0.0679964265"
"days","POS_A","0.0929911498"
"plane","POS_A","0.0238788663"
"coming","POS_A","0.0920569964"
"out","POS_A","0.0218593424"
"playing","POS_A","0.0716823986"
"through","POS_A","-0.0842722835"
"actually","POS_A","0.0532723407"
"ever","POS_A","0.03932651"
"good","POS_A","0.1434236544"
"always","POS_A","-0.0122272757"
"bless","POS_A","-0.0271958489"
"stopped","POS_A","0.0315069879"
"found","POS_A","0.1037776062"
"weight","POS_A","0.0438622807"
"house","POS_A","0.0626794746"
"energy","POS_A","0.0953418806"
"hard","POS_A","0.1149822973"
"since","POS_A","-0.0260184022"
"done","POS_A","0.1641304313"
"amazing","POS_A","0.0472491643"
"wonderful","POS_A","0.0580006296"
"home","POS_A","0.0386537722"
"home","POS_A","0.0533207412"
"grace","POS_A","0.0449180802"
"grew","POS_A","0.0388127087"
"double","POS_A","0.0467326714"
"now","POS_A","0.0510617041"
"also","POS_A","-0.0840856345"
"it","POS_A","0.0165400376"
"added","POS_A","0.0419372971"
"nothing","POS_A","0.0542102522"
"extremely","POS_A","0.0474516891"
"lessons","POS_A","0.0587456932"
"clean","POS_A","0.0885729656"
"right","POS_A","0.0370242015"
"pretty","POS_A","0.1569395162"
"feels","POS_A","0.0555527843"
"river","POS_A","0.0402173786"
"him","POS_A","0.0178145773"
"see","POS_A","-0.0926412049"
"are","POS_A","-0.066132015"
"thank","POS_A","0.0110240855"
"won","POS_A","0.3162155993"
"wait","POS_A","0.0777000905"
"last","POS_A","0.0629513994"
"treated","POS_A","0.046020262"
"load","POS_A","0.0556624632"
"my","POS_A","0.0218688317"
"simple","POS_A","0.0996961704"
"whatever","POS_A","0.0111171664"
"church","POS_A","0.084890351"
"meeting","POS_A","0.0609254585"
"guy","POS_A","0.0847981799"
"lives","POS_A","0.0908965605"
"in","POS_A","0.0373971588"
"fun","POS_A","0.0458642992"
"ready","POS_A","0.1529225108"
"rid","POS_A","0.0157315619"
"anymore","POS_A","0.0120811333"
"all","POS_A","0.0104170947"
"i","POS_A","-0.0487088709"
"moving","POS_A","0.0696318435"
"gonna","POS_A","0.0629881047"
"spent","POS_A","0.0774756982"
"their","POS_A","0.0176898136"
"great","POS_A","0.0899403215"
"great","POS_A","0.0838290083"
"excited","POS_A","0.223057247"
"bit","POS_A","0.107697257"
"some","POS_A","-0.0226978402"
"back","POS_A","-0.0146029355"
"birthday","POS_A","0.0182686188"
"towards","POS_A","0.0432803685"
"be","POS_A","-0.0289869131"
"step","POS_A","0.0822188978"
"we","POS_A","0.0563164569"
"by","POS_A","-0.0144441587"
"hidden","POS_A","0.0256283536"
"graduation","POS_A","0.0632508255"
"mommy","POS_A","0.0347515077"
"today","POS_A","-0.0172576286"
"today","POS_A","-0.0198744548"
"spending","POS_A","0.0513529272"
"today","POS_A","0.0416585965"
"forward","POS_A","0.0170668892"
"game","POS_A","0.0276069266"
"up","POS_A","-0.0701808101"
"us","POS_A","0.0253535396"
"ordered","POS_A","0.0744643914"
"nap","POS_A","0.0411521249"
"nice","POS_A","0.0560882427"
"i","POS_A","-0.1225988615"
"ago","POS_A","0.048912453"
"far","POS_A","0.0700246828"
"having","POS_A","-0.057871746"
"she","POS_A","-0.0233588055"
"going","POS_A","0.0697468951"
"go","POS_A","-0.0625970785"
"garden","POS_A","0.0617732503"
"wishes","POS_A","0.0252540886"
"challenge","POS_A","0.0363529014"
"giving","POS_A","0.0366115364"
"enjoyed","POS_A","0.0421918909"
"great","POS_A","0.3678905341"
"receive","POS_A","0.0346100745"
"win","POS_A","0.1014513758"
"next","POS_A","-0.0694202587"
"few","POS_A","-0.0319005326"
"babe","POS_A","0.0276198984"
"started","POS_A","0.1341305334"
"train","POS_A","0.0647095257"
"baby","POS_A","0.1958363838"
"this","POS_A","-0.0215447544"
"ride","POS_A","0.0948080864"
"praise","POS_A","0.0237533614"
"high","POS_A","0.0630572507"
"tied","POS_A","0.0245658372"
"honestly","POS_A","0.0205930826"
"own","POS_A","0.0363876791"
"including","POS_A","0.0332049519"
"winning","POS_A","0.0364817445"
"2011","POS_A","0.1150067311"
"2012","POS_A","0.1331162224"
"greater","POS_A","0.0197877078"
"luck","POS_A","0.0173821967"
"day","POS_A","0.1009453946"
"week","POS_A","0.0158700742"
"week","POS_A","0.0161849171"
"time","POS_A","0.0898862825"
"doing","POS_A","0.1028743477"
"books","POS_A","0.0453279949"
"special","POS_A","0.0481501272"
"out","POS_A","-0.0231543775"
"princess","POS_A","0.0521486412"
"yard","POS_A","0.0353517249"
"could","POS_A","-0.0183935831"
"done","POS_A","0.0301429159"
"done","POS_A","0.0495402093"
"festival","POS_A","0.0536238138"
"their","POS_A","0.0179094082"
"man","POS_A","0.0397084239"
"god's","POS_A","0.050168679"
"painful","POS_A","0.0234338261"
"my","POS_A","0.0461258142"
"have","POS_A","-0.0504775562"
"congrats","POS_A","0.0504112455"
"studying","POS_A","0.0472900463"
"able","POS_A","-0.0130033648"
"which","POS_A","0.0335407462"
"who","POS_A","-0.0492438198"
"but","POS_A","-0.0210713247"
"class","POS_A","0.0651941736"
"stronger","POS_A","0.0596269933"
"goals","POS_A","0.1161006481"
"today","POS_A","0.0410158734"
"hope","POS_A","-0.0321491682"
"beat","POS_A","0.140009893"
"words","POS_A","0.0170873322"
"ended","POS_A","0.0362827739"
"teams","POS_A","0.0900965018"
"she","POS_A","0.0529204549"
"closer","POS_A","0.0467046373"
"state","POS_A","0.0456398648"
"exam","POS_A","0.0415519145"
"girl","POS_A","0.0186333022"
"amen","POS_A","0.0479656223"
"girl","POS_A","0.072549248"
"job","POS_A","0.2036442003"
"it's","POS_A","0.0292803576"
"taking","POS_A","0.0845991566"
"etc","POS_A","0.06932386"
"ca","POS_A","0.0422317849"
"quit","POS_A","0.0232635524"
"treat","POS_A","0.0477708649"
"finished","POS_A","0.2641447919"
"almost","POS_A","0.0414577747"
"strange","POS_A","0.0152036674"
"birthday","POS_A","0.0749230307"
"with","POS_A","0.0168495383"
"upon","POS_A","0.0334049796"
"off","POS_A","0.0369859444"
"i","POS_A","0.0701038249"
"well","POS_A","0.0325599419"
"know","POS_A","-0.0199424518"
"success","POS_A","0.1941613156"
"become","POS_A","0.0490243131"
"works","POS_A","0.0554238313"
"twitter","POS_A","-0.0978482575"
"home","POS_A","-0.0109935186"
"lead","POS_A","0.0367406723"
"we","POS_A","0.0286375023"
"about","POS_A","-0.0358581852"
"getting","POS_A","0.0501938834"
"it","POS_A","-0.0296876266"
"he","POS_A","-0.0810963166"
"made","POS_A","0.2584132596"
"wise","POS_A","0.0420033646"
"together","POS_A","0.0325639536"
"together","POS_A","0.0923983505"
"40","POS_A","0.0379592514"
"friends","POS_A","-0.1041865619"
"needed","POS_A","0.1141402228"
"come","POS_A","0.0306323963"
"lord","POS_E","0.1564697255"
"tomorrow","POS_E","0.0367237879"
"every","POS_E","-0.0290888895"
"there","POS_E","0.0176183336"
"afternoon","POS_E","0.0129987812"
"look","POS_E","0.0389946897"
"school","POS_E","0.1415760721"
"go","POS_E","0.030032832"
"heading","POS_E","0.0940114625"
"enjoy","POS_E","0.0865741811"
"go","POS_E","0.0284584482"
"done","POS_E","0.0349344141"
"second","POS_E","0.012175368"
"later","POS_E","-0.024723238"
"shining","POS_E","0.0117138361"
"even","POS_E","-0.0982346146"
"new","POS_E","0.1008906206"
"never","POS_E","-0.0435949249"
"here","POS_E","0.0715254834"
"kids","POS_E","0.0110115583"
"daughter","POS_E","0.1278398935"
"study","POS_E","0.1206511051"
"times","POS_E","0.0774691028"
"would","POS_E","-0.1107602634"
"photo","POS_E","-0.0258607008"
"hospital","POS_E","0.0655804479"
"music","POS_E","0.1303771944"
"until","POS_E","0.1334582431"
"holy","POS_E","0.0675415814"
"award","POS_E","0.0238538719"
"teaching","POS_E","0.0273114862"
"must","POS_E","0.0137310328"
"me","POS_E","-0.020401975"
"word","POS_E","0.0470839838"
"work","POS_E","0.0411588526"
"movies","POS_E","0.0854961784"
"to","POS_E","0.0212110448"
"it's","POS_E","0.0196385052"
"my","POS_E","0.1683957276"
"ceremony","POS_E","0.0351191567"
"end","POS_E","-0.0696739553"
"recovery","POS_E","0.0397667397"
"sitting","POS_E","0.0561454662"
"far","POS_E","-0.017567631"
"amazing","POS_E","0.1281780489"
"first","POS_E","0.0399309694"
"interview","POS_E","0.1331469215"
"beach","POS_E","0.0720459099"
"after","POS_E","-0.0908533473"
"first","POS_E","0.0552242578"
"time","POS_E","0.0383669"
"third","POS_E","0.0212703277"
"goodbye","POS_E","0.0424216414"
"keeps","POS_E","0.0214619572"
"wine","POS_E","0.04921688"
"over","POS_E","-0.0242551901"
"before","POS_E","-0.0447296353"
"now","POS_E","0.0822410914"
"better","POS_E","0.0321166989"
"weeks","POS_E","0.102541783"
"coffee","POS_E","0.0217219973"
"they","POS_E","-0.0900850929"
"each","POS_E","-0.0252086819"
"went","POS_E","0.1220709917"
"the","POS_E","0.0543490883"
"celebrating","POS_E","0.0612809531"
"driving","POS_E","0.0408741904"
"god","POS_E","0.0483586558"
"got","POS_E","0.1024983667"
"god","POS_E","0.029248092"
"i","POS_E","0.0533161128"
"wanted","POS_E","0.0563196953"
"no","POS_E","0.0193860525"
"days","POS_E","0.1093693465"
"hearing","POS_E","-0.0110033087"
"another","POS_E","0.0809578806"
"everyone","POS_E","0.0215258442"
"needed","POS_E","0.0400692696"
"her","POS_E","-0.0122250905"
"gym","POS_E","0.0318211496"
"took","POS_E","0.0436081449"
"go","POS_E","0.0854593697"
"showed","POS_E","0.0420627697"
"tree","POS_E","0.0924370786"
"feeling","POS_E","0.033544923"
"mini","POS_E","0.0509224333"
"lbs","POS_E","0.0583498224"
"mind","POS_E","0.0905053258"
"i","POS_E","0.033706875"
"rap","POS_E","0.0828450356"
"strength","POS_E","-0.037855536"
"a","POS_E","0.0361371309"
"snow","POS_E","0.0588786407"
"though","POS_E","0.0803390341"
"thanks","POS_E","0.0900777995"
"definitely","POS_E","0.0452743787"
"came","POS_E","-0.049514795"
"it","POS_E","0.0812334932"
"nephew","POS_E","0.0573267515"
"enjoyed","POS_E","0.0515487223"
"busy","POS_E","0.1146583514"
"hrs","POS_E","0.045929971"
"rice","POS_E","0.0345134238"
"do","POS_E","-0.0149864956"
"watch","POS_E","0.0927742699"
"best","POS_E","0.0853990572"
"better","POS_E","0.0170019554"
"away","POS_E","-0.0376892173"
"there's","POS_E","0.0915276547"
"and","POS_E","-0.0123121038"
"we","POS_E","-0.0154991281"
"day","POS_E","0.0322656007"
"end","POS_E","-0.0127543573"
"guys","POS_E","0.0456731074"
"accident","POS_E","0.0667003686"
"country","POS_E","-0.0420038566"
"here","POS_E","0.0224701834"
"asked","POS_E","0.0159871737"
"speak","POS_E","0.0748400591"
"much","POS_E","0.0969165212"
"d","POS_E","0.0409120354"
"lovely","POS_E","0.0622925994"
"and","POS_E","0.0375501208"
"life","POS_E","0.1114116536"
"night","POS_E","0.019755017"
"relaxing","POS_E","0.0119784949"
"night","POS_E","0.0357729414"
"fun","POS_E","0.0292075156"
"fun","POS_E","0.0743162694"
"n","POS_E","0.0290298901"
"suppose","POS_E","0.0487236144"
"it","POS_E","0.0502087359"
"as","POS_E","0.0119895963"
"cant","POS_E","0.1005929538"
"in","POS_E","0.0613505832"
"things","POS_E","0.0423024495"
"make","POS_E","0.0619452366"
"game","POS_E","0.2026791742"
"we","POS_E","-0.0323369627"
"mother","POS_E","0.0524230923"
"hearts","POS_E","0.0357787533"
"the","POS_E","0.1103581834"
"left","POS_E","-0.0501298287"
"is","POS_E","0.0148042384"
"just","POS_E","0.0138884837"
"day","POS_E","0.0466181853"
"photo","POS_E","-0.0393709535"
"thanks","POS_E","-0.0468029795"
"yes","POS_E","0.0600544913"
"i","POS_E","0.0594669989"
"has","POS_E","-0.1193474379"
"on","POS_E","0.0164689194"
"gave","POS_E","0.0223094646"
"desire","POS_E","0.0394809686"
"remind","POS_E","0.0407018078"
"keep","POS_E","0.0437005814"
"night","POS_E","0.2889560375"
"right","POS_E","-0.042720698"
"old","POS_E","-0.0151907139"
"day","POS_E","0.053292766"
"ice","POS_E","0.0593091521"
"continue","POS_E","0.0378471686"
"baby","POS_E","0.0631494999"
"baby","POS_E","0.0144024576"
"o","POS_E","-0.1194268111"
"dinner","POS_E","0.1380046589"
"afternoon","POS_E","0.0713166563"
"tomorrow","POS_E","0.0249221573"
"cherish","POS_E","-0.0210241181"
"tonight","POS_E","0.0968097036"
"down","POS_E","-0.0106499036"
"do","POS_E","0.0536955237"
"do","POS_E","0.0243969942"
"you","POS_E","-0.0349735583"
"fight","POS_E","0.0922647583"
"fought","POS_E","0.0294931878"
"way","POS_E","0.0538338511"
"was","POS_E","-0.0415355767"
"happy","POS_E","-0.0639372959"
"becoming","POS_E","0.0617742878"
"year","POS_E","0.0549353362"
"year","POS_E","0.0648632457"
"i","POS_E","0.0436190445"
"later","POS_E","0.0650062058"
"so","POS_E","-0.0441365413"
"family","POS_E","-0.0271593843"
"when","POS_E","-0.0369792555"
"reality","POS_E","0.0693690986"
"setting","POS_E","0.0907339168"
"holding","POS_E","-0.0172799991"
"football","POS_E","0.1245294812"
"diet","POS_E","0.0750193795"
"weekend","POS_E","-0.0197599104"
"longer","POS_E","0.0531914116"
"will","POS_E","0.0500265025"
"together","POS_E","0.0543091478"
"time","POS_E","0.1777805383"
"thanks","POS_E","0.0358264126"
"dance","POS_E","0.0753285966"
"row","POS_E","0.0240593538"
"today","POS_E","0.0308874562"
"father","POS_E","0.0148509205"
"finally","POS_E","0.0798954866"
"d","POS_E","0.1223764424"
"cook","POS_E","0.0718733384"
"join","POS_E","0.0807073263"
"fullest","POS_E","0.0628165408"
"p","POS_E","-0.1209775752"
"free","POS_E","0.0374022444"
"bring","POS_E","0.0719641907"
"brother","POS_E","-0.0116576449"
"leave","POS_E","0.0200247781"
"team","POS_E","0.0663294538"
"regret","POS_E","0.0262118138"
"cost","POS_E","0.0511054993"
"so","POS_E","0.0390170688"
"wait","POS_E","0.1095886824"
"life","POS_E","0.0148998198"
"love","POS_E","0.1997039229"
"extra","POS_E","0.0622936089"
"market","POS_E","0.0631070901"
"working","POS_E","0.1041849314"
"live","POS_E","-0.0423184482"
